session_id,services,services_str
1327_2023-11-17 15:00:00,"[20, 17, 6, 9, 10]","20,17,6,9,10"
1327_2024-01-01 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1327_2024-02-21 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1327_2024-05-17 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1327_2024-11-28 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1327_2025-07-23 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1328_2023-04-01 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1328_2023-04-21 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1328_2023-07-14 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1328_2023-09-11 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1328_2024-01-18 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1328_2025-02-21 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1328_2025-08-13 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1329_2022-12-15 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1329_2022-12-25 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1329_2023-01-27 15:00:00,"[20, 17, 6, 9, 3]","20,17,6,9,3"
1329_2023-04-12 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1329_2023-10-09 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1329_2024-03-10 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1329_2024-04-13 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1329_2024-05-01 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1329_2025-06-28 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1329_2025-08-23 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1329_2025-10-18 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
132_2023-05-31 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
132_2023-06-27 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
132_2023-09-07 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
132_2023-10-22 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
132_2023-11-30 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
132_2024-01-03 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
132_2024-06-09 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
132_2025-02-10 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
132_2025-03-29 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
132_2025-09-08 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1330_2024-07-06 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1330_2024-11-05 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1330_2025-08-23 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1330_2025-08-24 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1330_2025-10-27 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1331_2022-11-24 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1331_2023-05-13 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1331_2023-05-25 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1331_2023-08-09 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1331_2023-10-07 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1331_2023-10-12 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1331_2023-11-18 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1331_2024-01-07 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1331_2024-04-08 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1331_2024-10-05 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1331_2025-02-15 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1331_2025-05-16 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1331_2025-06-20 15:00:00,"[20, 17, 6, 9, 18]","20,17,6,9,18"
1332_2023-04-06 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1332_2023-04-29 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1332_2024-05-20 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1332_2024-09-21 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1332_2025-04-16 15:00:00,"[20, 17, 6, 9, 4]","20,17,6,9,4"
1332_2025-06-30 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1333_2023-03-12 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1333_2023-04-14 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1333_2023-08-11 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1333_2024-04-09 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1333_2024-10-05 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1333_2025-04-28 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1333_2025-08-18 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1333_2025-11-11 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1334_2023-02-09 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1334_2023-05-04 15:00:00,"[20, 17, 6, 9, 2]","20,17,6,9,2"
1334_2023-08-03 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1334_2023-10-15 15:00:00,"[20, 17, 6, 9, 1]","20,17,6,9,1"
1334_2023-11-29 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1334_2024-05-07 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1334_2024-10-13 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1334_2025-03-29 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1334_2025-05-04 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1334_2025-06-01 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1334_2025-10-03 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1335_2023-01-14 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1335_2023-01-21 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1335_2023-02-05 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1335_2023-10-22 15:00:00,"[20, 17, 6, 9, 3]","20,17,6,9,3"
1335_2023-11-15 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1335_2024-05-15 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1335_2024-05-19 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1335_2024-05-21 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1335_2024-05-31 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1335_2025-06-22 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1335_2025-10-29 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1336_2023-01-08 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1336_2023-04-05 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1336_2023-08-30 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1336_2023-12-20 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1336_2024-06-17 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1336_2024-12-24 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1336_2025-04-29 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1336_2025-05-09 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1336_2025-11-05 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1336_2025-11-11 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1337_2023-07-25 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1337_2023-08-04 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1337_2023-10-01 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1337_2023-10-22 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1337_2023-10-29 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1337_2024-04-13 15:00:00,"[20, 17, 6, 9, 10]","20,17,6,9,10"
1337_2025-04-30 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1337_2025-05-04 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1337_2025-07-18 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1338_2023-04-24 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1338_2023-05-28 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1338_2024-06-26 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1338_2024-10-18 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1338_2025-01-01 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1338_2025-05-24 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1338_2025-10-30 15:00:00,"[20, 17, 6, 9, 7]","20,17,6,9,7"
1339_2023-07-04 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1339_2023-09-03 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1339_2023-09-30 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1339_2023-10-08 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1339_2023-12-09 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1339_2024-04-30 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1339_2024-10-18 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1339_2025-02-05 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1339_2025-07-04 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1339_2025-07-16 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
133_2022-12-01 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
133_2022-12-26 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
133_2023-03-02 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
133_2023-10-16 15:00:00,"[20, 17, 6, 9, 19]","20,17,6,9,19"
133_2024-01-07 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
133_2024-06-23 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
133_2024-07-26 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
133_2024-07-29 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
133_2024-12-15 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
133_2025-01-02 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
133_2025-02-09 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
133_2025-03-07 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
133_2025-06-01 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
133_2025-09-19 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
133_2025-10-08 15:00:00,"[20, 17, 6, 9, 16]","20,17,6,9,16"
133_2025-10-11 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1340_2022-11-17 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1340_2023-10-20 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1340_2023-10-21 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1340_2023-12-21 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1340_2024-01-15 15:00:00,"[20, 17, 6, 9, 19]","20,17,6,9,19"
1340_2024-02-15 15:00:00,"[20, 17, 6, 9, 8]","20,17,6,9,8"
1340_2024-07-31 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1340_2025-03-03 15:00:00,"[20, 17, 6, 9, 15]","20,17,6,9,15"
1340_2025-07-10 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1340_2025-08-29 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1340_2025-10-12 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1341_2023-05-30 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1341_2023-07-27 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1341_2023-09-03 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1341_2023-12-29 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1341_2024-02-03 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1341_2024-02-06 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1341_2024-04-12 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1341_2024-12-29 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1341_2025-10-10 15:00:00,"[18, 13, 6, 15, 8]","18,13,6,15,8"
1342_2023-01-18 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1342_2023-06-28 15:00:00,"[20, 17, 6, 9, 2]","20,17,6,9,2"
1342_2023-07-19 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1342_2024-05-12 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1342_2024-11-30 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1342_2025-07-03 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1342_2025-07-09 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1342_2025-09-06 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1343_2023-03-12 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1343_2023-04-30 15:00:00,"[20, 17, 6, 9, 7]","20,17,6,9,7"
1343_2023-05-11 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1343_2023-05-31 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1343_2023-11-29 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1343_2024-03-19 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1343_2025-04-29 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1344_2023-02-12 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1344_2023-06-16 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1344_2023-08-11 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1344_2023-09-08 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1344_2024-04-01 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1344_2024-04-14 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1344_2024-06-11 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1344_2024-09-05 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1344_2024-10-23 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1344_2025-02-10 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1344_2025-06-25 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1345_2023-01-23 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1345_2023-04-22 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1345_2023-10-19 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1345_2024-04-10 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1345_2024-10-09 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1345_2024-11-27 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1345_2025-02-18 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1345_2025-05-04 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1345_2025-06-02 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1345_2025-09-26 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1345_2025-10-24 15:00:00,"[20, 17, 6, 9, 15]","20,17,6,9,15"
1346_2022-12-07 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1346_2022-12-20 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1346_2023-03-06 15:00:00,"[20, 17, 6, 9, 1]","20,17,6,9,1"
1346_2023-07-13 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1346_2023-12-26 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1346_2024-04-21 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1346_2025-02-18 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1346_2025-04-05 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1346_2025-08-27 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1346_2025-10-11 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1347_2023-01-19 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1347_2023-01-29 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1347_2023-03-19 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1347_2023-03-27 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1347_2023-08-22 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1347_2023-09-08 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1347_2023-11-25 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1347_2024-01-25 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1347_2024-05-04 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1347_2024-10-13 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1347_2025-03-05 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1347_2025-04-06 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1347_2025-07-11 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1347_2025-07-31 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1347_2025-09-16 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1348_2022-12-01 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1348_2022-12-31 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1348_2023-01-30 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1348_2023-05-14 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1348_2023-08-24 15:00:00,"[20, 17, 6, 9, 15]","20,17,6,9,15"
1348_2023-09-17 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1348_2024-06-14 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1348_2024-07-06 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1348_2024-09-27 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1348_2025-01-19 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1348_2025-08-26 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1348_2025-10-20 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1349_2023-01-03 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1349_2023-02-04 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1349_2023-02-28 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1349_2023-09-04 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1349_2023-10-18 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1349_2023-12-11 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1349_2024-01-26 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1349_2024-03-23 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1349_2024-05-20 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1349_2024-12-28 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1349_2024-12-30 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1349_2025-06-26 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
134_2022-11-23 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
134_2023-01-12 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
134_2023-01-15 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
134_2023-03-28 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
134_2023-10-15 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
134_2023-11-25 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
134_2024-04-03 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
134_2024-08-18 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
134_2024-12-13 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
134_2025-02-06 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
134_2025-05-05 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
134_2025-08-18 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
134_2025-08-19 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
134_2025-08-22 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
134_2025-09-02 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1350_2023-01-28 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1350_2023-02-20 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1350_2024-05-21 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1350_2024-09-27 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1350_2024-11-12 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1351_2022-12-11 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1351_2023-02-26 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1351_2023-03-13 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1351_2023-04-25 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1351_2023-08-14 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1351_2023-08-17 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1351_2024-04-30 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1351_2024-08-22 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1351_2024-11-17 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1351_2024-12-23 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1351_2025-06-26 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1351_2025-08-02 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1352_2022-12-26 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1352_2023-04-21 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1352_2023-07-16 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1352_2024-01-26 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1352_2024-03-15 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1352_2024-07-01 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1352_2024-08-29 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1352_2024-08-31 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1352_2024-12-18 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1352_2025-03-19 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1352_2025-04-28 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1352_2025-05-23 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1352_2025-10-23 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1353_2022-12-09 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1353_2023-03-04 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1353_2023-10-09 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1353_2023-12-19 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1353_2023-12-27 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1353_2024-01-27 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1353_2024-02-06 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1353_2024-03-06 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1353_2024-04-18 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1353_2024-11-24 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1353_2025-05-04 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1353_2025-09-09 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1353_2025-11-13 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1354_2023-01-19 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1354_2023-04-14 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1354_2023-06-20 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1354_2024-06-17 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1354_2024-07-03 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1354_2024-08-27 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1354_2025-05-15 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1354_2025-10-04 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1354_2025-10-24 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1355_2022-11-20 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1355_2023-02-23 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1355_2023-04-25 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1355_2023-06-14 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1355_2023-09-29 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
